efid,id,salesArea,score,scoreAlt,smartwayScore,standard,stdText
7MBXB03.5BN4,23187,7,6,-1,1,B4,Bin 4
7MBXB03.5BN4,23188,1,6,-1,1,B4,BIN 4
7MBXV03.5U2A,23189,3,5,-1,-1,B5,BIN 5
7MBXV03.5U2A,23189,7,6,-1,-1,U2,ULEV II
7MBXB06.3L2A,23191,3,5,-1,-1,B5,Bin 5
7MBXB06.3L2A,23191,7,5,-1,-1,L2,LEV-II LEV
7GMXV03.5043,23192,7,6,-1,1,U2,ULEV II
7GMXV03.5043,23193,7,6,-1,1,U2,ULEV II
7GMXV03.5047,23193,3,5,-1,-1,B5,BIN 5
7GMXB03.6149,23194,3,5,-1,-1,B5,BIN 5
7GMXB03.6149,23194,7,5,-1,-1,L2,LEV II
7GMXB03.9142,23195,3,5,-1,-1,B5,BIN 5
7GMXB03.9142,23195,7,5,-1,-1,L2,LEV II
7GMXV03.5043,23200,7,6,-1,1,U2,ULEV II
7GMXV03.5047,23200,3,5,-1,-1,B5,BIN 5
7GMXB03.6149,23201,3,5,-1,-1,B5,BIN 5
7GMXB03.6149,23201,7,5,-1,-1,L2,LEV II
7GMXV02.4029,23202,3,5,-1,1,B5,BIN 5
7GMXV02.4029,23202,7,5,-1,1,L2,LEV II
7GMXV02.2030,23203,7,9,-1,1,S1,SULEV
7GMXV02.4029,23203,3,5,-1,1,B5,BIN 5
7GMXV02.4029,23203,7,5,-1,1,L2,LEV II
7FJXB02.5PRA,23204,3,5,-1,-1,B5,BIN 5
7FJXB02.5PRA,23204,7,5,-1,-1,L2,LEV II
7FJXB02.5PRA,23205,3,5,-1,-1,B5,BIN 5
7FJXB02.5PRA,23205,7,5,-1,-1,L2,LEV II
7FJXB02.5PRA,23206,3,5,-1,-1,B5,BIN 5
7FJXB02.5PRA,23206,7,5,-1,-1,L2,LEV II
7GDXV02.0D04,23207,9,5,-1,-1,B5,BIN 5
7GDXV02.0D04,23207,9,6,-1,1,U2,ULEV II
7GDXV02.0D04,23208,9,5,-1,1,B5,BIN 5
7GDXV02.0D04,23208,9,6,-1,1,U2,ULEV II
7GDXV02.0D04,23209,9,5,-1,-1,B5,BIN 5
7GDXV02.0D04,23209,9,6,-1,1,U2,ULEV II
7GDXV02.0D04,23210,9,5,-1,1,B5,BIN 5
7GDXV02.0D04,23210,9,6,-1,1,U2,ULEV II
7TYXV02.4BEB,23213,3,5,-1,1,B5,BIN 5
7TYXV02.4BEB,23213,7,6,-1,1,U2,ULEV II
7TYXV02.4BEB,23214,3,5,-1,1,B5,BIN 5
7TYXV02.4BEB,23214,7,6,-1,1,U2,ULEV II
7TYXV03.3BEA,23215,3,5,-1,-1,B5,BIN 5
7TYXV03.3BEA,23215,7,6,-1,1,U2,ULEV II
7TYXV03.3BEA,23216,3,5,-1,-1,B5,BIN 5
7TYXV03.3BEA,23216,7,6,-1,1,U2,ULEV II
7VWXV02.5253,23217,3,5,-1,-1,B5,BIN 5
7VWXV02.5253,23217,7,6,-1,1,U2,ULEV II
7VWXV02.5257,23217,3,8,-1,1,B2,BIN 2
7VWXV02.5257,23217,7,9,-1,1,S2,SULEV II
7VWXV02.5253,23218,3,5,-1,-1,B5,BIN 5
7VWXV02.5253,23218,7,6,-1,1,U2,ULEV II
7VWXV02.5257,23218,3,8,-1,1,B2,BIN 2
7VWXV02.5257,23218,7,9,-1,1,S2,SULEV II
7VWXV02.5253,23219,3,5,-1,-1,B5,BIN 5
7VWXV02.5253,23219,7,6,-1,1,U2,ULEV II
7VWXV02.5257,23219,3,8,-1,1,B2,BIN 2
7VWXV02.5257,23219,7,9,-1,1,S2,SULEV II
7VWXV02.5253,23220,3,5,-1,-1,B5,BIN 5
7VWXV02.5253,23220,7,6,-1,1,U2,ULEV II
7VWXV02.5257,23220,3,8,-1,1,B2,BIN 2
7VWXV02.5257,23220,7,9,-1,1,S2,SULEV II
7VVXB02.5U2T,23221,3,5,-1,-1,B5,BIN 5
7VVXB02.5U2T,23221,7,6,-1,1,U2,ULEV II
7VVXB02.5U2T,23222,3,5,-1,-1,B5,BIN 5
7VVXB02.5U2T,23222,7,6,-1,1,U2,ULEV II
7VVXV02.4U2N,23223,3,5,-1,-1,B5,BIN 5
7VVXV02.4U2N,23223,7,6,-1,1,U2,ULEV II
7VVXV02.4S2N,23224,7,9,-1,1,S2,SULEV II
7VVXV02.4U2N,23224,3,5,-1,1,B5,BIN 5
7VVXV02.4U2N,23224,7,6,-1,1,U2,ULEV II
7VVXB02.5U2T,23225,3,5,-1,-1,B5,BIN 5
7VVXB02.5U2T,23225,7,6,-1,1,U2,ULEV II
7VVXB02.5U2T,23226,3,5,-1,-1,B5,BIN 5
7VVXB02.5U2T,23226,7,6,-1,1,U2,ULEV II
7VVXB02.5U2T,23227,3,5,-1,-1,B5,BIN 5
7VVXB02.5U2T,23227,7,6,-1,1,U2,ULEV II
7VVXB02.5U2T,23228,3,5,-1,-1,B5,BIN 5
7VVXB02.5U2T,23228,7,6,-1,1,U2,ULEV II
7VVXV02.5L2T,23229,3,5,-1,-1,B5,BIN 5
7VVXV02.5L2T,23229,7,5,-1,-1,L2,LEV II
7VVXV02.5L2T,23230,3,5,-1,-1,B5,BIN 5
7VVXV02.5L2T,23230,7,5,-1,-1,L2,LEV II
7VVXB02.5U2T,23231,3,5,-1,-1,B5,BIN 5
7VVXB02.5U2T,23231,7,6,-1,1,U2,ULEV II
7VVXB02.5U2T,23232,3,5,-1,-1,B5,BIN 5
7VVXB02.5U2T,23232,7,6,-1,1,U2,ULEV II
7VVXV02.5L2T,23233,3,5,-1,-1,B5,BIN 5
7VVXV02.5L2T,23233,7,5,-1,-1,L2,LEV II
7VVXV02.5L2T,23234,3,5,-1,-1,B5,BIN 5
7VVXV02.5L2T,23234,7,5,-1,-1,L2,LEV II
7ADXV03.1374,23235,3,5,-1,-1,B5,BIN 5
7ADXV03.1374,23235,7,5,-1,-1,L2,LEV II
7ADXV03.1374,23236,3,5,-1,-1,B5,BIN 5
7ADXV03.1374,23236,7,5,-1,-1,L2,LEV II
7ADXV04.2365,23237,3,5,-1,-1,B5,BIN 5
7ADXV04.2365,23237,7,5,-1,-1,L2,LEV II
7ADXV04.2365,23238,3,5,-1,-1,B5,BIN 5
7ADXV04.2365,23238,7,5,-1,-1,L2,LEV II
7BEXV06.0501,23239,3,5,-1,-1,B5,BIN 5
7BEXV06.0501,23239,7,5,-1,-1,L2,LEV II
7GMXV03.6041,23240,3,5,-1,-1,B5,BIN 5
7GMXV03.6041,23240,7,5,-1,-1,L2,LEV II
7GMXV03.8044,23241,7,9,-1,1,S1,SULEV
7GMXV03.9146,23241,3,5,-1,-1,B5,BIN 5
7GMXB03.6149,23242,3,5,-1,-1,B5,BIN 5
7GMXB03.6149,23242,7,5,-1,-1,L2,LEV II
7GMXB03.6149,23243,3,5,-1,-1,B5,BIN 5
7GMXB03.6149,23243,7,5,-1,-1,L2,LEV II
7GMXB03.6149,23244,3,5,-1,-1,B5,BIN 5
7GMXB03.6149,23244,7,5,-1,-1,L2,LEV II
7GMXB03.6149,23245,3,5,-1,-1,B5,BIN 5
7GMXB03.6149,23245,7,5,-1,-1,L2,LEV II
7GMXV06.0081,23246,3,5,-1,-1,B5,BIN 5
7GMXV06.0081,23246,7,5,-1,-1,L2,LEV II
7GMXB03.6149,23247,3,5,-1,-1,B5,BIN 5
7GMXB03.6149,23247,7,5,-1,-1,L2,LEV II
7GMXB04.6167,23248,3,5,-1,-1,B5,BIN 5
7GMXB04.6167,23248,7,5,-1,-1,L2,LEV II
7GMXB04.6167,23249,3,5,-1,-1,B5,BIN 5
7GMXB04.6167,23249,7,5,-1,-1,L2,LEV II
7GMXB03.6149,23250,3,5,-1,-1,B5,BIN 5
7GMXB03.6149,23250,7,5,-1,-1,L2,LEV II
7GMXV02.4028,23251,3,5,-1,1,B5,BIN 5
7GMXV02.4028,23251,7,5,-1,1,L2,LEV II
7GMXV03.5043,23252,7,6,-1,1,U2,ULEV II
7GMXV03.5047,23252,3,5,-1,1,B5,BIN 5
7GMXB03.9142,23253,3,5,-1,-1,B5,BIN 5
7GMXB03.9142,23253,7,5,-1,-1,L2,LEV II
7GMXV03.8044,23254,7,9,-1,1,S1,SULEV
7GMXV05.3084,23255,3,5,-1,-1,B5,BIN 5
7GMXV05.3084,23255,7,5,-1,-1,L2,LEV II
7JCXV03.0DNK,23256,3,5,-1,-1,B5,BIN 5
7JCXV03.0DNK,23256,7,6,-1,1,U2,ULEV II
7JCXV04.2DNK,23257,3,5,-1,-1,B5,BIN 5
7JCXV04.2DNK,23257,7,6,-1,-1,U2,ULEV II
7JCXV04.2DSK,23258,3,5,-1,-1,B5,BIN 5
7JCXV04.2DSK,23258,7,5,-1,-1,L2,LEV II
7JCXV03.0DNH,23259,3,5,-1,-1,B5,BIN 5
7JCXV03.0DNH,23259,7,6,-1,-1,U2,ULEV II
7TKXV02.35CB,23260,3,5,-1,1,B5,BIN 5
7TKXV02.35CB,23260,7,5,-1,1,L2,LEV II
7TKXV02.35NN,23261,3,5,-1,-1,B5,BIN 5
7TKXV02.3NE1,23261,7,6,-1,-1,U2,ULEV II
7TKXV02.35CB,23262,3,5,-1,1,B5,BIN 5
7TKXV02.35CB,23262,7,5,-1,1,L2,LEV II
7TKXV02.3NH1,23262,7,9,-1,1,S2,SULEV II
7TKXV03.05FA,23263,3,5,-1,-1,B5,BIN 5
7TKXV03.05FA,23263,7,6,-1,1,U2,ULEV II
7TKXV03.05FA,23264,3,5,-1,-1,B5,BIN 5
7TKXV03.05FA,23264,7,6,-1,1,U2,ULEV II
7MBXV03.5U2A,23266,3,5,-1,-1,B5,BIN 5
7MBXV03.5U2A,23266,7,6,-1,-1,U2,ULEV II
7MBXV05.5BN4,23267,3,6,-1,-1,B4,Bin 4
7MBXV05.5BN4,23267,7,6,-1,-1,B4,Bin 4
7MBXV05.5U2A,23268,3,5,-1,-1,B5,BIN 5
7MBXV05.5U2A,23268,7,6,-1,-1,U2,ULEV II
7MBXB06.3L2A,23269,3,5,-1,-1,B5,Bin 5
7MBXB06.3L2A,23269,7,5,-1,-1,L2,LEV-II LEV
7DSXV02.4G6G,23270,7,9,-1,1,S2,SULEV II
7DSXV02.4GRG,23270,3,5,-1,1,B5,BIN 5
7DSXV03.8GRB,23271,3,5,-1,-1,B5,BIN 5
7DSXV03.8GRB,23271,7,5,-1,-1,L2,LEV II
7NSXV03.5G7F,23272,3,5,-1,-1,B5,BIN 5
7NSXV03.5G7F,23272,7,6,-1,1,U2,ULEV II
7NSXV01.8G1A,23273,3,5,-1,1,B5,BIN 5
7NSXV01.8G1A,23273,7,6,-1,1,U2,ULEV II
7NSXV01.8G1A,23274,3,5,-1,1,B5,BIN 5
7NSXV01.8G1A,23274,7,6,-1,1,U2,ULEV II
7NSXV01.8G1A,23275,3,5,-1,1,B5,BIN 5
7NSXV01.8G1A,23275,7,6,-1,1,U2,ULEV II
7GMXV03.9146,23276,3,5,-1,-1,B5,BIN 5
7GMXV03.9146,23276,7,5,-1,-1,L2,LEV II
7GMXV03.8044,23277,7,9,-1,1,S1,SULEV
7GMXV03.9146,23277,3,5,-1,-1,B5,BIN 5
7GMXV03.9146,23277,7,5,-1,-1,L2,LEV II
7GMXV03.9146,23278,3,5,-1,-1,B5,BIN 5
7GMXV03.9146,23278,7,5,-1,-1,L2,LEV II
7GMXV05.3084,23279,3,5,-1,-1,B5,BIN 5
7GMXV05.3084,23279,7,5,-1,-1,L2,LEV II
7ADXV04.2365,23280,3,5,-1,-1,B5,BIN 5
7ADXV04.2365,23280,7,5,-1,-1,L2,LEV II
7GMXV03.8044,23281,7,9,-1,1,S1,SULEV
7GMXV03.9146,23281,3,5,-1,-1,B5,BIN 5
7GMXV04.6065,23282,3,5,-1,-1,B5,BIN 5
7GMXV04.6066,23282,9,6,-1,-1,B4,BIN 4
7GMXV04.6065,23284,3,5,-1,-1,B5,BIN 5
7GMXV04.6066,23284,9,6,-1,-1,B4,BIN 4
7GMXV04.6065,23285,3,5,-1,-1,B5,BIN 5
7GMXV04.6066,23285,9,6,-1,-1,B4,BIN 4
7GMXV04.6065,23286,3,5,-1,-1,B5,BIN 5
7GMXV04.6066,23286,9,6,-1,-1,B4,BIN 4
7GMXV03.8044,23287,7,9,-1,1,S1,SULEV
7GMXV03.9146,23288,3,5,-1,-1,B5,BIN 5
7GMXV03.9146,23288,7,5,-1,-1,L2,LEV II
7GMXV05.3084,23289,3,5,-1,-1,B5,BIN 5
7GMXV05.3084,23289,7,5,-1,-1,L2,LEV II
7GMXV03.5043,23290,7,6,-1,1,U2,ULEV II
7GMXV03.5047,23290,3,5,-1,-1,B5,BIN 5
7GMXB03.9142,23291,3,5,-1,-1,B5,BIN 5
7GMXB03.9142,23291,7,5,-1,-1,L2,LEV II
7FMXV04.6VE8,23292,8,1,-1,-1,L1,LEV
7FMXV04.6VE8,23292,3,5,-1,-1,B5,BIN 5
7FMXV04.6VE8,23292,7,5,-1,-1,L2,LEV II
7HYXV03.8AW5,23293,3,5,-1,-1,B5,Bin 5
7HYXV03.8AW5,23293,7,6,-1,1,U2,LEV-II ULEV
7NSXV03.5G7C,23294,3,5,-1,-1,B5,BIN 5
7NSXV03.5G7C,23294,7,5,-1,-1,L2,LEV II
7NSXV03.5G7C,23295,3,5,-1,-1,B5,BIN 5
7NSXV03.5G7C,23295,7,5,-1,-1,L2,LEV II
7NSXV04.5G8A,23296,3,5,-1,-1,B5,BIN 5
7NSXV04.5G8A,23296,7,5,-1,-1,L2,LEV II
7JCXV04.2DSK,23297,3,5,-1,-1,B5,BIN 5
7JCXV04.2DSK,23297,7,5,-1,-1,L2,LEV II
7JCXV04.2DNK,23298,3,5,-1,-1,B5,BIN 5
7JCXV04.2DNK,23298,7,6,-1,-1,U2,ULEV II
7JCXV04.2DNK,23299,3,5,-1,-1,B5,BIN 5
7JCXV04.2DNK,23299,7,6,-1,-1,U2,ULEV II
7JCXV04.2DNK,23300,3,5,-1,-1,B5,BIN 5
7JCXV04.2DNK,23300,7,6,-1,-1,U2,ULEV II
7JCXV04.2DSK,23301,3,5,-1,-1,B5,BIN 5
7JCXV04.2DSK,23301,7,5,-1,-1,L2,LEV II
7FMXV04.6VE8,23302,8,1,-1,-1,L1,LEV
7FMXV04.6VE8,23302,3,5,-1,-1,B5,BIN 5
7FMXV04.6VE8,23302,7,5,-1,-1,L2,LEV II
7FMXV04.6VE3,23303,8,1,-1,-1,L1,LEV
7FMXV04.6VE3,23303,3,5,-1,-1,B5,BIN 5
7FMXV04.6VE3,23303,7,5,-1,-1,L2,LEV II
7FMXV04.6VE8,23303,8,1,-1,-1,L1,LEV
7FMXV04.6VE8,23303,3,5,-1,-1,B5,BIN 5
7FMXV04.6VE8,23303,7,5,-1,-1,L2,LEV II
7MBXV05.5U2A,23304,3,5,-1,-1,B5,Bin 5
7MBXV05.5U2A,23304,7,6,-1,-1,U2,LEV-II ULEV
7MBXV06.0BN8,23305,1,2,-1,-1,B8,BIN 8
7ADXV02.0366,23306,3,5,-1,1,B5,BIN 5
7ADXV02.0366,23306,7,6,-1,1,U2,ULEV II
7ADXV02.0366,23307,3,5,-1,1,B5,BIN 5
7ADXV02.0366,23307,7,6,-1,1,U2,ULEV II
7ADXV02.0352,23308,3,5,-1,1,B5,BIN 5
7ADXV02.0352,23308,7,6,-1,1,U2,ULEV II
7ADXV02.0352,23309,3,5,-1,-1,B5,BIN 5
7ADXV02.0352,23309,7,6,-1,1,U2,ULEV II
7ADXV03.1374,23310,3,5,-1,-1,B5,BIN 5
7ADXV03.1374,23310,7,5,-1,-1,L2,LEV II
7ADXV03.1374,23311,3,5,-1,-1,B5,BIN 5
7ADXV03.1374,23311,7,5,-1,-1,L2,LEV II
7ADXV04.2355,23312,3,5,-1,-1,B5,BIN 5
7ADXV04.2355,23312,7,5,-1,-1,L2,LEV II
7ADXV04.2355,23313,3,5,-1,-1,B5,Bin 5
7ADXV04.2355,23313,7,5,-1,-1,L2,LEV-II LEV
7GDXV02.0D04,23314,9,5,-1,-1,B5,BIN 5
7GDXV02.0D04,23314,9,6,-1,1,U2,ULEV II
7GDXV02.0D04,23315,9,5,-1,-1,B5,BIN 5
7GDXV02.0D04,23315,9,6,-1,1,U2,ULEV II
7GDXV02.0D04,23316,9,5,-1,-1,B5,BIN 5
7GDXV02.0D04,23316,9,6,-1,1,U2,ULEV II
7GDXV02.0D04,23317,9,5,-1,-1,B5,BIN 5
7GDXV02.0D04,23317,9,6,-1,1,U2,ULEV II
7SKXV1.995D1,23318,3,5,-1,1,B5,BIN 5
7SKXV1.995D1,23318,7,5,-1,1,L2,LEV II
7SKXV1.995D1,23319,3,5,-1,1,B5,BIN 5
7SKXV1.995D1,23319,7,5,-1,1,L2,LEV II
7SKXV1.995D1,23320,3,5,-1,1,B5,BIN 5
7SKXV1.995D1,23320,7,5,-1,1,L2,LEV II
7SKXV1.995D1,23321,3,5,-1,1,B5,BIN 5
7SKXV1.995D1,23321,7,5,-1,1,L2,LEV II
7VVXB02.5U2T,23322,3,5,-1,-1,B5,BIN 5
7VVXB02.5U2T,23322,7,6,-1,1,U2,ULEV II
7VVXB02.5U2T,23323,3,5,-1,-1,B5,BIN 5
7VVXB02.5U2T,23323,7,6,-1,1,U2,ULEV II
7VVXV02.4U2N,23324,3,5,-1,-1,B5,BIN 5
7VVXV02.4U2N,23324,7,6,-1,1,U2,ULEV II
7VVXV02.4S2N,23325,7,9,-1,1,S2,SULEV II
7VVXV02.4U2N,23325,3,5,-1,1,B5,BIN 5
7VVXV02.4U2N,23325,7,6,-1,1,U2,ULEV II
7VVXB02.5U2T,23326,3,5,-1,-1,B5,BIN 5
7VVXB02.5U2T,23326,7,6,-1,1,U2,ULEV II
7VVXB02.5U2T,23327,3,5,-1,-1,B5,BIN 5
7VVXB02.5U2T,23327,7,6,-1,1,U2,ULEV II
7ADXV03.1374,23328,3,5,-1,-1,B5,BIN 5
7ADXV03.1374,23328,7,5,-1,-1,L2,LEV II
7TKXV02.35CA,23329,3,5,-1,-1,B5,BIN 5
7TKXV02.35CA,23329,7,5,-1,-1,L2,LEV II
7TKXV02.35CA,23330,3,5,-1,-1,B5,BIN 5
7TKXV02.35CA,23330,7,5,-1,-1,L2,LEV II
7TKXV03.05FA,23331,3,5,-1,-1,B5,BIN 5
7TKXV03.05FA,23331,7,6,-1,1,U2,ULEV II
7TKXV03.05FA,23332,3,5,-1,-1,B5,BIN 5
7TKXV03.05FA,23332,7,6,-1,1,U2,ULEV II
7MBXV03.5U2A,23333,3,5,-1,-1,B5,BIN 5
7MBXV03.5U2A,23333,7,6,-1,-1,U2,ULEV II
7MBXB06.3L2A,23334,3,5,-1,-1,B5,Bin 5
7MBXB06.3L2A,23334,7,5,-1,-1,L2,LEV-II LEV
7FJXB02.5PRA,23335,3,5,-1,-1,B5,BIN 5
7FJXB02.5PRA,23335,7,5,-1,-1,L2,LEV II
7FJXB02.5PRA,23336,3,5,-1,-1,B5,BIN 5
7FJXB02.5PRA,23336,7,5,-1,-1,L2,LEV II
7VVXB02.5U2T,23337,3,5,-1,-1,B5,BIN 5
7VVXB02.5U2T,23337,7,6,-1,1,U2,ULEV II
7VVXB02.5U2T,23338,3,5,-1,-1,B5,BIN 5
7VVXB02.5U2T,23338,7,6,-1,1,U2,ULEV II
7VVXV02.4U2N,23339,3,5,-1,-1,B5,BIN 5
7VVXV02.4U2N,23339,7,6,-1,1,U2,ULEV II
7VVXV02.4U2N,23340,3,5,-1,-1,B5,BIN 5
7VVXV02.4U2N,23340,7,6,-1,1,U2,ULEV II
7VVXV02.5L2T,23341,3,5,-1,-1,B5,BIN 5
7VVXV02.5L2T,23341,7,5,-1,-1,L2,LEV II
7VVXV02.5L2T,23342,3,5,-1,-1,B5,BIN 5
7VVXV02.5L2T,23342,7,5,-1,-1,L2,LEV II
7VVXB02.5U2T,23343,3,5,-1,-1,B5,BIN 5
7VVXB02.5U2T,23343,7,6,-1,1,U2,ULEV II
7VVXV02.5L2T,23344,3,5,-1,-1,B5,BIN 5
7VVXV02.5L2T,23344,7,5,-1,-1,L2,LEV II
7VVXV02.5L2T,23345,3,5,-1,-1,B5,BIN 5
7VVXV02.5L2T,23345,7,5,-1,-1,L2,LEV II
7GMXT02.9189,23346,3,5,-1,-1,B5,BIN 5
7GMXT02.9189,23346,7,5,-1,-1,L2,LEV II
7GMXT02.9189,23347,3,5,-1,-1,B5,BIN 5
7GMXT02.9189,23347,7,5,-1,-1,L2,LEV II
7GMXT03.7187,23348,3,5,-1,-1,B5,BIN 5
7GMXT03.7187,23348,7,5,-1,-1,L2,LEV II
7GMXT03.7187,23349,3,5,-1,-1,B5,BIN 5
7GMXT03.7187,23349,7,5,-1,-1,L2,LEV II
7GMXT02.9189,23350,3,5,-1,-1,B5,BIN 5
7GMXT02.9189,23350,7,5,-1,-1,L2,LEV II
7GMXT02.9189,23351,3,5,-1,-1,B5,BIN 5
7GMXT02.9189,23351,7,5,-1,-1,L2,LEV II
7GMXT03.7187,23352,3,5,-1,-1,B5,BIN 5
7GMXT03.7187,23352,7,5,-1,-1,L2,LEV II
7GMXT02.9189,23353,3,5,-1,-1,B5,BIN 5
7GMXT02.9189,23353,7,5,-1,-1,L2,LEV II
7GMXT02.9189,23354,3,5,-1,-1,B5,BIN 5
7GMXT02.9189,23354,7,5,-1,-1,L2,LEV II
7GMXT03.7187,23355,3,5,-1,-1,B5,BIN 5
7GMXT03.7187,23355,7,5,-1,-1,L2,LEV II
7GMXT03.7187,23356,3,5,-1,-1,B5,BIN 5
7GMXT03.7187,23356,7,5,-1,-1,L2,LEV II
7GMXT02.9189,23357,3,5,-1,-1,B5,BIN 5
7GMXT02.9189,23357,7,5,-1,-1,L2,LEV II
7GMXT02.9189,23358,3,5,-1,-1,B5,BIN 5
7GMXT02.9189,23358,7,5,-1,-1,L2,LEV II
7GMXT03.7187,23359,3,5,-1,-1,B5,BIN 5
7GMXT03.7187,23359,7,5,-1,-1,L2,LEV II
7GMXT02.9189,23360,3,5,-1,-1,B5,BIN 5
7GMXT02.9189,23360,7,5,-1,-1,L2,LEV II
7GMXT02.9189,23361,3,5,-1,-1,B5,BIN 5
7GMXT02.9189,23361,7,5,-1,-1,L2,LEV II
7GMXT02.9189,23362,3,5,-1,-1,B5,BIN 5
7GMXT02.9189,23362,7,5,-1,-1,L2,LEV II
7GMXT02.9189,23363,3,5,-1,-1,B5,BIN 5
7GMXT02.9189,23363,7,5,-1,-1,L2,LEV II
7GMXT03.7187,23364,3,5,-1,-1,B5,BIN 5
7GMXT03.7187,23364,7,5,-1,-1,L2,LEV II
7GMXT03.7187,23365,3,5,-1,-1,B5,BIN 5
7GMXT03.7187,23365,7,5,-1,-1,L2,LEV II
7GMXT02.9189,23366,3,5,-1,-1,B5,BIN 5
7GMXT02.9189,23366,7,5,-1,-1,L2,LEV II
7GMXT02.9189,23367,3,5,-1,-1,B5,BIN 5
7GMXT02.9189,23367,7,5,-1,-1,L2,LEV II
7GMXT03.7187,23368,3,5,-1,-1,B5,BIN 5
7GMXT03.7187,23368,7,5,-1,-1,L2,LEV II
7GMXT03.7187,23369,3,5,-1,-1,B5,BIN 5
7GMXT03.7187,23369,7,5,-1,-1,L2,LEV II
7HNXT03.5TKR,23370,3,5,-1,-1,B5,BIN 5
7HNXT03.5TKR,23370,7,6,-1,-1,U2,ULEV II
7GMXT03.7187,23371,3,5,-1,-1,B5,BIN 5
7GMXT03.7187,23371,7,5,-1,-1,L2,LEV II
7GMXT05.3379,23372,3,2,-1,-1,B8,BIN 8
7GMXT05.3384,23372,3,2,-1,-1,B8,BIN 8
7GMXT05.3384,23372,7,5,-1,-1,L2,LEV II
7GMXT05.3379,23373,3,2,-1,-1,B8,BIN 8
7GMXT05.3384,23373,3,2,-1,-1,B8,BIN 8
7GMXT05.3384,23373,7,5,-1,-1,L2,LEV II
7GMXT05.3379,23374,3,2,-1,-1,B8,BIN 8
7GMXT05.3384,23374,3,2,-1,-1,B8,BIN 8
7GMXT05.3384,23374,7,5,-1,-1,L2,LEV II
7GMXT05.3379,23375,3,2,-1,-1,B8,BIN 8
7GMXT05.3379,23376,3,2,-1,-1,B8,BIN 8
7GMXT05.3384,23376,3,2,-1,-1,B8,BIN 8
7GMXT05.3384,23376,7,5,-1,-1,L2,LEV II
7GMXT05.3379,23377,3,2,-1,-1,B8,BIN 8
7GMXT05.3384,23377,3,2,-1,-1,B8,BIN 8
7GMXT05.3384,23377,7,5,-1,-1,L2,LEV II
7GMXT05.3379,23378,3,2,-1,-1,B8,BIN 8
7GMXT05.3384,23378,3,2,-1,-1,B8,BIN 8
7GMXT05.3384,23378,7,5,-1,-1,L2,LEV II
7GMXT05.3379,23379,3,2,-1,-1,B8,BIN 8
7GMXB03.9142,23380,3,5,-1,-1,B5,BIN 5
7GMXB03.9142,23380,7,5,-1,-1,L2,LEV II
7GMXB03.9142,23381,3,5,-1,-1,B5,BIN 5
7GMXB03.9142,23381,7,5,-1,-1,L2,LEV II
7GMXT06.0387,23383,3,2,-1,-1,B8,BIN 8
7GMXT06.0387,23383,7,5,-1,-1,L2,LEV II
7GMXB03.9142,23384,3,5,-1,-1,B5,BIN 5
7GMXB03.9142,23384,7,5,-1,-1,L2,LEV II
7GMXB03.5048,23385,3,5,-1,-1,B5,BIN 5
7GMXB03.5048,23385,7,6,-1,1,U2,ULEV II
7GMXV02.4029,23386,3,5,-1,1,B5,BIN 5
7GMXV02.4029,23386,7,5,-1,1,L2,LEV II
7GMXV02.4029,23387,3,5,-1,1,B5,BIN 5
7GMXV02.4029,23387,7,5,-1,1,L2,LEV II
7GMXV02.4029,23388,3,5,-1,1,B5,BIN 5
7GMXV02.4029,23388,7,5,-1,1,L2,LEV II
7GMXV02.4029,23389,3,5,-1,1,B5,BIN 5
7GMXV02.4029,23389,7,5,-1,1,L2,LEV II
7GMXT06.0387,23390,3,2,-1,-1,B8,BIN 8
7GMXT06.0387,23390,7,5,-1,-1,L2,LEV II
7GMXT06.0387,23391,3,2,-1,-1,B8,BIN 8
7GMXT06.0387,23391,7,5,-1,-1,L2,LEV II
7DSXT03.8GRB,23392,3,5,-1,-1,B5,BIN 5
7DSXT03.8GRB,23392,7,5,-1,-1,L2,LEV II
7GMXB03.5048,23393,3,5,-1,-1,B5,BIN 5
7GMXB03.5048,23393,7,6,-1,1,U2,ULEV II
7GMXB03.9142,23394,3,5,-1,-1,B5,BIN 5
7GMXT02.2123,23395,3,5,-1,-1,B5,BIN 5
7GMXT02.2123,23395,7,5,-1,-1,L2,LEV II
7GMXT02.2123,23396,3,5,-1,-1,B5,BIN 5
7GMXT02.2123,23396,7,5,-1,-1,L2,LEV II
7GMXT02.4130,23397,3,5,-1,1,B5,BIN 5
7GMXT02.4130,23397,7,5,-1,1,L2,LEV II
7SKXT2.745E1,23398,3,5,-1,-1,B5,BIN 5
7SKXT2.745E1,23398,7,5,-1,-1,L2,LEV II
7SKXT2.745E1,23399,3,5,-1,-1,B5,BIN 5
7SKXT2.745E1,23399,7,5,-1,-1,L2,LEV II
7VVXB02.5U2T,23400,3,5,-1,-1,B5,BIN 5
7VVXB02.5U2T,23400,7,6,-1,-1,U2,ULEV II
7VVXB03.2U2N,23401,3,5,-1,-1,B5,BIN 5
7VVXB03.2U2N,23401,7,6,-1,-1,U2,ULEV II
7VWXT03.6276,23402,3,5,-1,-1,B5,BIN 5
7VWXT03.6276,23402,7,5,-1,-1,L2,LEV II
7GMXT06.0387,23403,3,2,-1,-1,B8,BIN 8
7GMXT06.0387,23403,7,5,-1,-1,L2,LEV II
7GMXB03.9142,23404,3,5,-1,-1,B5,BIN 5
7GMXB03.9142,23404,7,5,-1,-1,L2,LEV II
